TNNC2,18673,7.616286,2.810510145
AKAP8,771,7.598169,2.804333277
ARHGDIG,1277,7.5939,2.802877791
MPO,11691,7.585495,2.800012163
SLC29A1,16820,7.583246,2.799245382
GMPPB,7278,7.57382,2.796031651
GPX3,7531,7.557768,2.790558831
C12orf68,2154,7.554916,2.789586461
SLC10A4,16658,7.553799,2.789205627
TMEM155,18413,7.527322,2.780178474
ZNF233,20236,7.526497,2.779897196
KCNA2,8875,7.524269,2.779137574
YPEL5,19932,7.518842,2.777287275
PICK1,13904,7.485448,2.765901818
LYNX1,11010,7.485403,2.765886475
SEC16B,16270,7.472638,2.761534335
CBLN2,3280,7.452976,2.75483071
ARHGAP9,1274,7.436598,2.749246742
THEG,18193,7.432867,2.747974683
STX19,17671,7.41884,2.743192272
AC017096.1,225,7.411719,2.740764416
AGPAT2,702,7.408548,2.739683285
TPK1,18760,7.40021,2.7368405
ZSCAN29,20714,7.395213,2.735136807
ATG5,1493,7.390275,2.73345323
YOD1,19927,7.380847,2.730238817
AKAP6,769,7.344523,2.717854396
CNTNAP2,4224,7.343614,2.717544479
PPID,14363,7.33667,2.715176969
CXorf1,4709,7.334037,2.714279265
CCDC68,3416,7.332255,2.713671705
CMAH,4152,7.32615,2.711590246
TNFRSF14,18638,7.322788,2.710443995
HCN1,7809,7.320191,2.709558566
ADRA1D,650,7.300237,2.702755385
ELAVL4,5711,7.288783,2.698850221
FHL2,6586,7.284798,2.697491563
PAH,13409,7.278762,2.695433629
NAPEPLD,12137,7.251837,2.686253734
OR2L8,13014,7.247837,2.684889961
CLP1,4128,7.244022,2.683589262
OSTF1,13303,7.240704,2.682458013
GABRD,6933,7.233063,2.679852866
ACSF3,485,7.20808,2.671335082
EPHB6,5841,7.197612,2.667766088
NEK2,12308,7.186236,2.663887518
RSPH3,15975,7.184158,2.663179038
RDH12,15254,7.1826,2.662647849
PET112L,13755,7.178782,2.661346127
CDC42SE2,3667,7.16147,2.655443719
C1orf212,2517,7.154581,2.653094961
ANKRD24,993,7.152806,2.652489787
RG9MTD1,15339,7.150228,2.651610835
LYRM4,11024,7.149963,2.651520485
ZNF57,20461,7.14892,2.651164881
PNLDC1,14181,7.148348,2.650969862
PPP1R14C,14401,7.13511,2.646456455
ASB6,1415,7.134303,2.646181314
KCNV1,8969,7.122642,2.642205576
NTHL1,12697,7.11904,2.640977498
KCTD9P2,8993,7.115459,2.63975658
UBE2CBP,19243,7.099513,2.6343199
DCUN1D3,4931,7.087045,2.63006902
ATP6V0B,1564,7.077625,2.626857335
PTRH2,14868,7.072737,2.625190805
LYPD6B,11017,7.070876,2.624556309
PHKG2,13870,7.063346,2.621989007
CPNE9,4395,7.05382,2.618741182
KBTBD8,8871,7.051109,2.617816885
SKAP2,16636,7.045525,2.615913058
SERPINF1,16402,7.042238,2.614792378
LRRK1,10933,7.03905,2.613705451
HTR3B,8306,7.031623,2.611173266
GPR158,7450,7.030553,2.610808456
LRRC9,10926,7.016123,2.605888646
MMP23A,11615,7.011412,2.604282462
TIRAP,18265,7.007538,2.602961648
MKRN2,11561,7.006985,2.602773107
TMEM169,18426,7.004592,2.60195723
KY,9488,7.001774,2.600996452
AP001816.1,1103,6.988099,2.596334053
APEH,1159,6.987768,2.596221201
AC010087.3,182,6.983358,2.594717642
THY1,18221,6.948419,2.582805427
CALCB,3147,6.9482,2.58273076
SOHLH1,17232,6.946905,2.582289239
C1orf74,2550,6.933242,2.577630932
MEPE,11397,6.931049,2.576883243
FGF5,6561,6.927743,2.575756085
SEZ6L2,16435,6.924294,2.574580172
FAM49B,6273,6.921248,2.573541659
AC011472.2,199,6.920378,2.573245038
TUBB8,19152,6.912993,2.570727173
ZNF365,20321,6.906015,2.568348071
CTD-2536I1.1,4608,6.9003,2.56639958
DACH1,4842,6.893072,2.563935243
KLHL17,9259,6.891712,2.56347156
KIAA1107,9084,6.889923,2.562861613
DIRAS1,5148,6.886988,2.561860944
KCNH1,8903,6.878232,2.558875646
TAF5,17852,6.875088,2.55780372
HPSE2,8194,6.870713,2.556312094
BEND5,1800,6.866895,2.555010372
RIMS3,15432,6.866427,2.554850811
TNFRSF18,18640,6.865384,2.554495207
ADAMTS3,580,6.860947,2.552982442
OPRM1,12890,6.851715,2.549834855
IFIT1,8385,6.81671,2.537900138
STAT4,17596,6.807913,2.53490086
PRR3,14647,6.806086,2.534277957
FAM119A,6086,6.805979,2.534241476
MUCL1,11954,6.803867,2.533521404
TBC1D7,17954,6.803205,2.533295699
SHROOM3,16579,6.796831,2.531122527
NPY1R,12602,6.792726,2.529722956
SLC25A10,16756,6.782047,2.526082023
GPR20,7469,6.777419,2.524504138
LOC644242,10553,6.773886,2.523299585
IGSF21,8468,6.767036,2.520964124
C6orf105,2864,6.765993,2.520608521
COL4A3,4270,6.764485,2.520094378
ALPL,884,6.760465,2.518723787
MAFB,11061,6.75022,2.515230823
CABYR,3107,6.742002,2.512428952
KLHL14,9257,6.737808,2.510999036
MYO5B,12055,6.728944,2.507976916
GTPBP2,7671,6.725514,2.506807481
DBH,4875,6.722712,2.505852158
CYP46A1,4800,6.720261,2.505016506
FGFBP2,6567,6.718164,2.504301548
LAMB1,9512,6.717984,2.504240178
PTK2B,14812,6.717326,2.504015838
SUV39H1,17741,6.716379,2.503692964
E2F1,5514,6.716244,2.503646937
ARPP19,1365,6.714461,2.503039035
RAB17,14957,6.684512,2.492828127
MYSM1,12078,6.680652,2.491512086
EHD2,5632,6.679365,2.491073292
SH2D5,16519,6.6559,2.48307306
BRPF3,1931,6.655579,2.482963617
LOC100129781,9935,6.647939,2.480358811
CA4,3088,6.638102,2.477004953
PRSS12,14663,6.635996,2.476286926
AP000911.1,1097,6.634119,2.475646976
TYRP1,19211,6.624506,2.472369489
ZNF79,20630,6.601576,2.464551661
RP11-364B6.1,15665,6.597005,2.46299321
KHDC1,9020,6.59057,2.46079924
APOO,1203,6.57998,2.457188651
ZNF627,20511,6.575863,2.455784988
TDRKH,18069,6.571171,2.454185283
PLCB1,14055,6.56945,2.453598519
SYT13,17795,6.56601,2.452425675
POPDC3,14293,6.555576,2.448868273
GEMIN6,7103,6.546991,2.445941276
PLXNA1,14145,6.545544,2.445447931
MYO1B,12045,6.543521,2.444758203
SERINC3,16367,6.538565,2.443068488
ELL2,5721,6.532291,2.440929411
SLITRK5,17038,6.528727,2.439714289
MSANTD1,11829,6.523928,2.438078103
C11orf41,2072,6.513411,2.434492403
RNF123,15496,6.495599,2.428419522
C5orf30,2830,6.488074,2.425853925
AFAP1L1,671,6.48528,2.424901329
INSL3,8635,6.48503,2.424816094
SDK1,16251,6.471015,2.420037775
TRAPPC9,18824,6.464775,2.417910289
KIAA0232,9039,6.464685,2.417879604
DKK2,5169,6.462035,2.416976105
PVRL1,14892,6.449815,2.412809779
RASD1,15121,6.443806,2.410761051
SHROOM2,16578,6.441486,2.409970063
KIAA0408,9051,6.437088,2.408470594
PSMG3,14759,6.435503,2.407930199
GFOD2,7115,6.427896,2.405336644
TNFSF13B,18654,6.426067,2.404713059
ACTN4,517,6.422268,2.403417816
LY6D,10990,6.417914,2.401933349
PLAG1,14046,6.417812,2.401898573
STRC,17657,6.409395,2.399028854
CHRNA2,3954,6.406882,2.398172064
ATP2B1,1531,6.390434,2.39256423
SENP2,16326,6.376115,2.387682264
KCNQ5,8961,6.374403,2.387098569
PIP5K1B,13964,6.370572,2.385792416
SLC30A3,16844,6.367747,2.384829251
TMEM115,18368,6.364673,2.383781192
OCEL1,12818,6.358416,2.38164791
CHML,3925,6.355468,2.38064281
KCNT2,8967,6.354672,2.380371419
SLC35C1,16867,6.338524,2.374865868
FIBP,6593,6.336362,2.374128749
DEDD2,5001,6.331623,2.372513019
SCN1B,16192,6.324818,2.3701929
MPL,11688,6.31252,2.365999981
MAL2,11108,6.305839,2.363722139
AGBL4,692,6.302096,2.362445989
GALNTL5,6989,6.293936,2.359663892
SCFD2,16166,6.292963,2.359332154
SLC39A3,16907,6.2806,2.355117073
NOVA1,12547,6.279725,2.354818748
PRKCB,14555,6.277709,2.354131406
ALS2CL,888,6.274309,2.3529722
LOC100288263,10160,6.269988,2.351498984
COASY,4230,6.265074,2.349823589
THEM5,18195,6.264355,2.349578451
FUT9,6874,6.264346,2.349575382
DUSP3,5467,6.264158,2.349511285
SLCO4A1,17019,6.245077,2.343005748
LOC84989,10778,6.244708,2.34287994
NR3C1,12625,6.233537,2.339071263
CHGA,3912,6.233471,2.339048761
RBP5,15221,6.228319,2.337292221
ZBTB16,19971,6.223241,2.335560912
ATP8B1,1587,6.220677,2.334686733
MOB2,11638,6.219458,2.334271124
ANKRD34C,1006,6.212081,2.331755986
NUDT4P1,12742,6.208323,2.330474721
EXTL2,5994,6.202328,2.328430766
METTL13,11417,6.199655,2.327519425
RPH3A,15793,6.197226,2.326691274
PKD2L1,13997,6.196129,2.326317259
ZNF202,20215,6.193271,2.325342844
KIAA1644,9132,6.190754,2.32448469
LCN15,9589,6.190203,2.32429683
ARL6IP5,1329,6.189596,2.324089877
MYST2,12080,6.175443,2.319264508
POM121L8P,14277,6.173792,2.318701611
RTN4IP1,15997,6.172933,2.318408741
GLRA3,7234,6.170331,2.317521606
GHDC,7145,6.169111,2.317105656
FES,6527,6.167631,2.31660106
SCN1A,16191,6.164518,2.315539704
C20orf151,2586,6.164345,2.31548072
RIT2,15448,6.162924,2.31499624
ODF2,12828,6.14808,2.309935279
FADS3,6036,6.144575,2.308740273
NRBF2,12636,6.144393,2.308678222
JMY,8830,6.142572,2.308057364
FEM1C,6517,6.142242,2.307944853
TSTA3,19045,6.139367,2.306964641
AMDHD1,903,6.11466,2.298540957
SERPINI2,16407,6.110278,2.297046944
ASGR1,1429,6.101084,2.293912312
AMIGO2,912,6.100419,2.293685585
ATP7A,1583,6.072266,2.284087011
FAM47E,6268,6.072097,2.284029391
GPR116P2,7419,6.070407,2.283453197
TUBA4A,19140,6.067976,2.282624364
EPHB3,5839,6.067223,2.282367634
PIK3R1,13942,6.063221,2.281003179
SLC6A7,16977,6.061318,2.280354364
AQP9,1225,6.059299,2.279666
HIF1AN,7922,6.058461,2.27938029
C6orf154,2886,6.055689,2.278435195
PAQR3,13448,6.053889,2.277821497
NLK,12459,6.052061,2.277198253
CADPS2,3142,6.051459,2.276993005
MTMR9,11915,6.049581,2.276352714
B3GNTL1,1662,6.047138,2.27551979
LOC442381,10507,6.039442,2.272895891
C2CD2,2676,6.017619,2.265455487
ESYT1,5930,6.014932,2.264539373
CITED4,4016,6.003799,2.260743652
KCNH7,8909,6.003279,2.260566361
CCL27,3477,6.002772,2.260393503
LOC650621,10625,6.000823,2.259729005
C1orf222,2519,6.000621,2.259660134
HDC,7831,6.000495,2.259617176
DHRS7B,5112,5.999905,2.259416019
ZMAT4,20146,5.99986,2.259400677
CLDN20,4060,5.997645,2.258645487
PARS2,13481,5.99531,2.257849385
KCTD1,8972,5.988083,2.255385388
REEP5,15271,5.98696,2.255002509
SH3BGRL2,16524,5.984171,2.254051619
CHRM3,3949,5.976889,2.25156887
REXO1L1,15307,5.973482,2.250407277
COL11A1,4245,5.972902,2.25020953
TRPV2,18968,5.971912,2.249871996
TUBA4B,19141,5.966279,2.247951463
ADO,639,5.959016,2.245475192
AARS,26,5.958707,2.245369841
CNGB3,4179,5.957081,2.244815467
C5orf34,2832,5.951007,2.242744578
C20orf201,2603,5.948601,2.241924269
CD3G,3593,5.941041,2.239346738
PEX11B,13759,5.940296,2.239092735
CDKN3,3738,5.93936,2.238773612
SLC16A14,16689,5.93513,2.237331423
C12orf5,2137,5.934373,2.237073329
COG8,4242,5.932068,2.236287455
CETN4P,3850,5.931289,2.23602186
WDR36,19710,5.930192,2.235647845
CKB,4022,5.9283,2.23500278
BAG5,1687,5.926555,2.234407835
HARBI1,7759,5.924372,2.233663556
ZBTB46,19994,5.922504,2.233026674
IGSF3,8470,5.915433,2.230615864
TMEM160,18417,5.914511,2.230301515
PEBP4,13734,5.902177,2.226096321
LANCL3,9525,5.902163,2.226091548
USPL1,19496,5.89942,2.225156341
ALKBH6,866,5.890044,2.221959657
PLEKHG5,14102,5.889815,2.221881581
THAP7,18185,5.881794,2.219146876
CDC6,3670,5.879914,2.218505902
TFIP11,18143,5.877841,2.217799127
HSPB3,8280,5.870018,2.215131928
TNFAIP8L1,18626,5.867777,2.214367875
KLF9,9239,5.85712,2.210734443
SNX32,17211,5.85663,2.210567381
SULT2B1,17713,5.851582,2.208846299
MPND,11690,5.848007,2.207627427
IQWD1,8695,5.84754,2.207468207
ITPKA,8792,5.840421,2.205041032
TGFBRAP1,18160,5.829022,2.201154621
ARC,1232,5.82649,2.200291352
NEDD9,12297,5.820222,2.19815432
C3orf59,2771,5.815119,2.196414487
NDEL1,12225,5.812748,2.195606111
FBXO9,6467,5.8113,2.195112425
NT5DC2,12691,5.805094,2.192996531
FLJ33996,6653,5.803312,2.192388971
LRRTM4,10943,5.803153,2.192334761
C10orf97,2057,5.801409,2.191740156
CAMK1G,3170,5.800452,2.191413873
GPR26,7473,5.799593,2.191121003
ATP6V1C1,1573,5.795231,2.189633809
AC010896.1,192,5.785482,2.186309953
GRWD1,7603,5.784047,2.1858207
PPP3CA,14442,5.782793,2.185393157
KLF12,9225,5.782564,2.185315081
LCN8,9593,5.780714,2.184684336
RP11-347C12.3,15661,5.780669,2.184668993
SIAE,16582,5.779972,2.184431356
LOC100130000,9941,5.778629,2.183973469
RAB3D,14989,5.775541,2.182920637
WDR51A,19728,5.773736,2.182305234
ASPDH,1442,5.77085,2.181321272
ASB2,1411,5.770588,2.181231945
TUBA3C,19137,5.769196,2.180757352
GRASP,7546,5.767812,2.180285487
SPTSSB,17438,5.764951,2.179310048
TCERG1L,18015,5.757747,2.176853893
TMPO,18585,5.757015,2.176604323
CDKN2B,3735,5.756699,2.176496585
GPR21,7470,5.747139,2.173237168
KCND2,8891,5.737748,2.17003537
LINC00202,9746,5.732493,2.168243713
DEDD,5000,5.730261,2.167482728
FSTL4,6838,5.729883,2.167353852
ZBBX,19960,5.728542,2.166896647
FBXO48,6462,5.724624,2.165560831
FNIP2,6728,5.719129,2.163687348
SIPA1L2,16613,5.718279,2.163397547
ABHD8,97,5.716034,2.162632129
CHRM1,3947,5.714878,2.162237999
PPAPDC3,14333,5.708036,2.159905265
DEPDC5,5057,5.707166,2.159608645
MPV17L2,11706,5.70559,2.159071318
LOC100289861,10229,5.705125,2.15891278
WIPF2,19796,5.700891,2.157469226
FILIP1L,6602,5.698328,2.156595389
CHST10,3969,5.696745,2.156055676
EIF4E1B,5689,5.694623,2.155332194
TMCO7,18341,5.681562,2.150879135
PGAM5,13800,5.680576,2.150542965
LRSAM1,10944,5.678987,2.150001206
ADCYAP1,616,5.677761,2.14958321
ANAPC2,937,5.662949,2.144533159
SPDEF,17341,5.661391,2.144001969
HTR5A,8311,5.66108,2.143895936
C20orf196,2599,5.660568,2.143721373
ECT2,5551,5.66037,2.143653866
STK38L,17633,5.659747,2.143441459
ZNF576,20468,5.658648,2.143066762
KCNB1,8884,5.653379,2.141270332
EXOSC4,5984,5.642502,2.137561893
ATP2A2,1529,5.640521,2.136886485
RABEPK,15021,5.636929,2.135661817
DYNC1LI1,5492,5.633136,2.134368619
KCNK3,8940,5.632565,2.13417394
LINC00339,9783,5.62934,2.133074398
DPP9,5364,5.628437,2.132766527
LOC150519,10313,5.627656,2.13250025
C20orf177,2593,5.621888,2.13053369
DUSP6,5470,5.620272,2.129982725
TMEM65,18542,5.615319,2.128294034
LACE1,9497,5.611563,2.127013451
C3orf58,2770,5.611375,2.126949354
RNF40,15557,5.606233,2.125196224
FAM131B,6113,5.603083,2.124122253
ZNF642,20518,5.601885,2.123713803
IFT122,8416,5.59676,2.121966469
CAMK4,3177,5.594784,2.121292765
SPATS2,17334,5.589763,2.119580889
ITGA2B,8750,5.589051,2.119338138
KDM3A,9002,5.58122,2.116668211
DIRAS2,5149,5.577972,2.115560828
YIPF1,19916,5.577601,2.115434338
ARMC8,1343,5.57417,2.114264562
EMID2,5751,5.568679,2.112392442
CHRNA6,3958,5.565987,2.111474623
DCP2,4916,5.564122,2.110838764
RP11-345J4.3,15658,5.563869,2.110752506
EXTL1,5993,5.560057,2.10945283
GALK1,6968,5.554347,2.107506044
VDR,19554,5.552402,2.10684291
FARSA,6382,5.552374,2.106833363
MFSD3,11452,5.551561,2.106556177
KCNJ3,8925,5.548827,2.105624038
CALML3,3159,5.545952,2.104643826
RABIF,15026,5.545371,2.104445738
GPR116,7417,5.543943,2.103958871
GNA15,7286,5.53355,2.100415448
LINC00421,9789,5.53145,2.099699468
IKBKG,8480,5.527919,2.098495597
HMMR,8087,5.527705,2.098422635
BHMT,1825,5.525058,2.097520159
LINC00545,9808,5.522277,2.096571996
AC068658.1,275,5.51481,2.094026173
OVOL2,13333,5.510393,2.092520227
CIB1,3992,5.510055,2.092404988
ZKSCAN5,20142,5.50883,2.091987332
LOC729680,10739,5.499319,2.088744621
CRIP2,4454,5.49681,2.087889195
SPAG4,17291,5.493445,2.086741921
DYNLT3,5501,5.493385,2.086721464
AC110814.1,358,5.493232,2.0866693
PKNOX2,14012,5.481279,2.082594006
PPEF1,14348,5.481055,2.082517635
HDAC9,7830,5.474258,2.080200244
LOC647716,10610,5.467823,2.078006274
CDKL1,3724,5.465976,2.077376552
LOC100130360,9953,5.465549,2.077230969
SERPINB2,16389,5.465533,2.077225514
EHD3,5633,5.461474,2.075841626
SNX10,17188,5.456391,2.074108611
POU6F2,14321,5.445774,2.070488817
ACTA1,500,5.445452,2.070379034
MYL10,12020,5.443918,2.069856027
HSPA12B,8264,5.44373,2.069791929
SDHAF1,16245,5.440619,2.068731255
RP11-445H22.3,15680,5.438904,2.068146537
LOC727967,10667,5.434924,2.066789583
CCDC9,3445,5.430645,2.065330687
NNMT,12501,5.430274,2.065204197
INF2,8602,5.430059,2.065130895
NGEF,12382,5.424428,2.063211043
AP2S1,1132,5.423139,2.062771568
ARHGAP28,1267,5.418885,2.061321195
RFPL1,15319,5.417775,2.060942748
FBXO28,6443,5.41475,2.059911395
BYSL,1997,5.405458,2.056743351
NFKBIL1,12369,5.401094,2.055255475
ZNF697,20561,5.399176,2.054601546
SERPINI1,16406,5.393357,2.052617597
ADCY7,613,5.39109,2.051844679
PDE4D,13661,5.385883,2.050069387
PRDM11,14499,5.381065,2.048426723
BAIAP3,1699,5.371361,2.04511821
CBX4,3294,5.36933,2.044425755
YIPF5,19920,5.368405,2.044110382
RFPL3,15321,5.367081,2.043658973
USP19,19450,5.367001,2.043631698
OR2AE1,12989,5.366994,2.043629311
ZSCAN20,20710,5.365227,2.043026865
SLC24A2,16750,5.360823,2.041525351
C4orf21,2792,5.356336,2.039995538
P2RX5,13352,5.351206,2.0382465
FAIM2,6045,5.345473,2.036291872
FAM173A,6172,5.338811,2.034020509
ZSCAN12,20706,5.338665,2.033970731
ZNF879,20674,5.329291,2.030774729
GLCE,7210,5.327588,2.030194103
DHX36,5125,5.327356,2.030115004
SBNO1,16135,5.325951,2.029635979
PSMC1,14730,5.321257,2.028035592
OSBPL7,13288,5.318518,2.027101748
C19orf28,2389,5.317623,2.026796604
IQGAP3,8690,5.315877,2.026201317
UBE2QL1,19268,5.313353,2.025340776
DCTN2,4923,5.313004,2.025221787
NRN1,12653,5.312869,2.02517576
FBXW9,6477,5.306281,2.022929626
MAPK11,11183,5.302377,2.021598584
MRPL44,11768,5.299654,2.020670195
MORN3,11668,5.298365,2.02023072
TMEM184C,18447,5.293539,2.018585328
CACNG8,3134,5.292513,2.01823552
ABCF2,76,5.291615,2.017929353
TOM1L1,18701,5.291464,2.017877871
SSX2IP,17524,5.290295,2.017479308
ZFP1,20086,5.289086,2.017067108
COMMD5,4296,5.288264,2.016786852
ZNF564,20455,5.288202,2.016765714
ABCA4,43,5.287275,2.016449659
C6orf136,2878,5.286798,2.01628703
LZTFL1,11038,5.279854,2.01391952
ART3,1385,5.278681,2.013519593
AP2A1,1128,5.277792,2.013216495
AC021534.2,234,5.274688,2.012158207
TM6SF1,18312,5.27449,2.0120907
CUL2,4665,5.272077,2.011268005
GAGE12G,6954,5.267972,2.009868433
NUDT14,12730,5.260778,2.007415687
LPL,10817,5.259346,2.006927457
KLHL35,9278,5.258245,2.006552078
SLC20A1,16720,5.254135,2.005150801
LCN1,9586,5.251911,2.004392544
APOL2,1196,5.251346,2.004199911
CACNA2D3,3121,5.249677,2.003630877
RAB33A,14977,5.246867,2.002672826
NEU1,12325,5.244362,2.001818763
CREB3L3,4436,5.243511,2.001528621
ROCK2,15585,5.243206,2.001424633
FAM190A,6203,5.24232,2.001122557
DCDC2,4900,5.23912,2.000031539
RILP,15424,5.230231,1.997000895
MAP1S,11141,5.228556,1.996429815
PTPN20B,14835,5.228067,1.996263094
CITED2,4015,5.227124,1.995941584
RFTN1,15326,5.226637,1.995775545
ALKBH3,863,5.221342,1.993970251
RECQL4,15265,5.221234,1.993933429
INTS4L2,8650,5.220343,1.993629649
STAP2,17581,5.216724,1.992395775
MBTPS2,11277,5.213471,1.991286687
RP11-195F19.5,15630,5.211533,1.990625939
DUS2L,5446,5.209626,1.98997576
RELL2,15283,5.20453,1.988238314
